person_age,person_income,person_emp_length,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_income_log,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE
25,69000,3.0,3,10000,14.09,1,0.14,1,2,11.141876276228,False,False,False,True,True,False,False,False,False,False
21,30000,2.0,3,5000,14.96,1,0.17,1,4,10.308985993422082,False,False,False,True,False,False,False,True,False,False
22,60000,0.0,0,6025,7.49,0,0.1,0,4,11.002116507732017,False,False,False,True,False,True,False,False,False,False
24,29232,1.0,1,11000,11.71,0,0.38,0,2,10.283053487118604,True,False,False,False,False,False,False,False,False,True
23,37500,0.0,0,1800,8.94,0,0.05,0,2,10.53212287826962,False,False,False,True,False,False,False,False,True,False
22,59000,2.0,1,11000,10.74,0,0.19,0,3,10.985309671896763,False,False,False,True,True,False,False,False,False,False
23,32388,0.0,1,6000,10.71,0,0.19,0,4,10.385574137962314,True,False,False,False,False,False,False,False,False,True
23,48000,1.0,2,10000,12.84,0,0.21,1,3,10.778977123006351,False,False,False,True,False,False,False,False,False,True
22,36600,2.0,0,9950,7.29,0,0.27,0,3,10.50783084142058,True,False,False,False,False,False,False,False,False,True
25,45000,5.0,1,3800,10.65,0,0.08,0,3,10.714439990727769,True,False,False,False,False,True,False,False,False,False
23,100000,0.0,0,7000,8.59,0,0.07,0,4,11.51293546492023,True,False,False,False,True,False,False,False,False,False
25,29000,2.0,2,2500,12.84,1,0.09,1,4,10.275085591132715,False,False,False,True,False,False,False,True,False,False
22,12000,0.0,0,6700,7.66,1,0.56,0,4,9.392745258631441,False,False,False,True,False,False,False,True,False,False
26,70000,2.0,1,10000,9.45,0,0.14,0,3,11.156264806643742,False,False,False,True,True,False,False,False,False,False
22,70800,6.0,2,10000,12.61,0,0.14,0,2,11.167628403875849,False,False,False,True,False,True,False,False,False,False
24,30000,2.0,0,3000,6.03,0,0.1,0,4,10.308985993422082,False,False,False,True,False,False,False,True,False,False
26,24500,4.0,1,8875,10.0,1,0.36,0,3,10.106469212026385,False,False,False,True,False,True,False,False,False,False
23,40000,5.0,1,2000,11.71,0,0.05,0,4,10.596659732783579,False,False,False,True,True,False,False,False,False,False
25,174000,2.0,2,8800,14.27,0,0.05,0,4,12.066816325306588,True,False,False,False,False,True,False,False,False,False
26,72600,3.0,0,4500,7.74,0,0.06,0,3,11.192733974822708,True,False,False,False,False,False,False,False,False,True
26,75000,5.0,0,20000,6.91,0,0.27,0,2,11.225256725762893,False,False,False,True,False,False,False,False,True,False
25,42000,2.0,1,2000,9.25,0,0.05,0,3,10.645448706505872,False,False,False,True,False,False,False,False,False,True
22,89250,6.0,3,7500,13.24,1,0.07,1,2,11.399207904060908,True,False,False,False,False,False,False,True,False,False
21,12000,0.0,2,2200,13.48,1,0.18,0,4,9.392745258631441,False,False,False,True,False,False,False,False,True,False
23,57600,0.0,1,1000,10.99,0,0.02,0,2,10.961295207644392,True,False,False,False,False,True,False,False,False,False
23,50000,6.0,1,17000,12.42,0,0.34,0,4,10.819798284210286,True,False,False,False,False,False,False,False,False,True
25,70000,6.0,1,12000,10.37,0,0.17,0,4,11.156264806643742,True,False,False,False,False,False,True,False,False,False
21,30000,1.0,2,6000,13.16,1,0.2,0,4,10.308985993422082,False,False,False,True,False,False,False,False,False,True
22,100000,3.0,1,12000,11.11,0,0.12,0,4,11.51293546492023,True,False,False,False,False,True,False,False,False,False
22,33300,0.0,1,13250,10.99,1,0.4,0,3,10.413342705547674,False,False,False,True,False,False,False,True,False,False
25,41000,3.0,1,8000,10.99,0,0.2,0,2,10.62135173563291,False,False,False,True,False,False,False,False,True,False
24,55000,8.0,0,10000,5.79,0,0.18,0,2,10.915106645867503,True,False,False,False,False,False,True,False,False,False
24,35000,6.0,1,8575,10.65,0,0.24,0,3,10.463131911491967,True,False,False,False,False,False,False,False,False,True
21,62000,2.0,0,6000,7.51,0,0.1,0,4,11.034905792929415,True,False,False,False,False,False,False,False,True,False
23,70000,0.0,1,3600,10.59,0,0.05,0,4,11.156264806643742,False,False,True,False,False,False,False,False,False,True
23,100000,7.0,1,25000,11.71,0,0.25,0,4,11.51293546492023,True,False,False,False,False,False,False,False,False,True
21,13806,6.0,2,4750,12.73,1,0.34,1,2,9.532930988916153,False,False,False,True,False,True,False,False,False,False
23,69743,7.0,3,1000,14.11,0,0.01,0,2,11.152586674478174,True,False,False,False,False,False,False,False,False,True
23,41000,7.0,0,4700,7.9,0,0.11,0,4,10.62135173563291,False,False,False,True,False,True,False,False,False,False
23,55000,5.0,2,8000,13.85,0,0.15,1,2,10.915106645867503,True,False,False,False,False,False,False,True,False,False
25,140000,9.0,1,35000,10.59,0,0.25,0,4,11.849404844423074,True,False,False,False,False,False,False,False,True,False
23,43000,1.0,0,9000,9.63,0,0.21,0,2,10.668978650219241,True,False,False,False,False,True,False,False,False,False
22,31200,1.0,1,3200,11.99,0,0.1,0,4,10.348205424565993,False,False,False,True,False,True,False,False,False,False
23,46852,3.0,1,6800,10.65,1,0.15,0,4,10.754770319768017,False,False,False,True,False,True,False,False,False,False
23,72000,7.0,0,9000,6.76,0,0.13,0,2,11.184435286790631,True,False,False,False,False,False,False,False,False,True
21,39900,3.0,1,6000,11.49,0,0.15,0,2,10.594156665220533,False,False,False,True,False,True,False,False,False,False
26,59000,3.0,3,12000,15.31,1,0.2,0,4,10.985309671896763,False,False,False,True,False,False,False,True,False,False
22,67500,1.0,1,7500,9.76,0,0.11,0,3,11.119897691565697,False,False,False,True,False,False,False,False,False,True
21,23000,2.0,0,7000,8.9,0,0.3,0,4,10.043292972227004,True,False,False,False,True,False,False,False,False,False
24,30000,6.0,0,6000,7.51,0,0.2,0,3,10.308985993422082,False,False,False,True,True,False,False,False,False,False
22,50000,6.0,1,10000,9.88,0,0.2,0,4,10.819798284210286,True,False,False,False,False,False,False,False,False,True
21,18000,0.0,0,3000,7.9,1,0.17,0,2,9.798182590890704,False,False,False,True,True,False,False,False,False,False
24,34900,3.0,1,5000,11.49,0,0.14,0,3,10.460270761075149,False,False,False,True,False,False,False,False,False,True
21,18000,1.0,0,3200,8.49,1,0.18,0,2,9.798182590890704,False,False,False,True,False,False,False,False,False,True
25,98000,0.0,0,2000,7.37,0,0.02,0,3,11.49273296168228,False,False,True,False,False,False,True,False,False,False
23,51996,7.0,2,4000,13.98,0,0.08,1,2,10.858941303591607,False,False,False,True,False,False,False,False,True,False
26,100000,7.0,0,7500,8.32,0,0.07,0,3,11.51293546492023,True,False,False,False,True,False,False,False,False,False
23,33000,5.0,3,4800,14.54,0,0.15,0,4,10.404293143019792,False,False,False,True,False,False,False,False,False,True
24,112000,8.0,0,3500,5.42,0,0.03,0,4,11.626263078808801,True,False,False,False,False,False,False,False,True,False
23,32000,0.0,0,4000,7.68,0,0.13,0,3,10.373522431293592,False,False,False,True,False,True,False,False,False,False
26,67983,7.0,3,15000,16.49,1,0.19,0,3,11.127027662354593,True,False,False,False,False,False,False,True,False,False
23,20400,2.0,0,1200,7.9,0,0.06,0,2,9.923339198238729,False,False,False,True,False,False,False,True,False,False
24,45792,3.0,1,17000,10.38,1,0.37,0,3,10.731886519993346,False,False,False,True,False,False,False,False,True,False
25,56004,3.0,2,7000,14.22,0,0.12,0,4,10.93319625144584,False,False,False,True,False,False,False,False,True,False
25,35000,9.0,2,4000,13.11,0,0.11,0,4,10.463131911491967,False,False,True,False,False,False,False,False,False,True
25,30000,6.0,1,4000,9.76,0,0.13,0,3,10.308985993422082,False,False,False,True,False,False,False,True,False,False
23,92000,7.0,2,18000,12.68,0,0.2,0,2,11.429554725537322,True,False,False,False,False,True,False,False,False,False
24,56100,4.0,3,20000,14.74,1,0.3,1,4,10.934908916663861,False,False,False,True,False,False,False,True,False,False
24,85000,5.0,1,25000,10.62,0,0.29,0,4,11.350418300109132,False,False,False,True,False,False,False,True,False,False
23,69996,7.0,2,5600,13.11,0,0.08,0,4,11.156207662970246,False,False,False,True,True,False,False,False,False,False
23,37000,3.0,3,3600,15.62,1,0.1,0,4,10.518700218288165,True,False,False,False,False,False,False,True,False,False
25,43000,5.0,0,10000,7.88,0,0.23,0,3,10.668978650219241,True,False,False,False,True,False,False,False,False,False
24,62000,7.0,0,6200,7.49,0,0.1,0,2,11.034905792929415,True,False,False,False,False,False,False,False,True,False
23,60000,2.0,0,9000,6.17,0,0.15,0,2,11.002116507732017,False,False,False,True,False,False,False,False,False,True
23,32000,0.0,2,8500,13.16,0,0.27,1,4,10.373522431293592,False,False,False,True,False,False,False,True,False,False
24,42000,0.0,0,12000,7.66,0,0.29,0,2,10.645448706505872,False,False,False,True,False,False,False,True,False,False
25,43200,9.0,1,13800,11.48,0,0.32,0,2,10.673618922112436,False,False,True,False,False,False,False,False,False,True
24,80000,8.0,3,5000,15.62,0,0.06,0,2,11.289794413577894,True,False,False,False,False,False,False,False,False,True
25,77000,1.0,5,7200,18.53,1,0.09,0,2,11.251573687764477,True,False,False,False,True,False,False,False,False,False
24,62500,2.0,0,6000,5.79,0,0.1,0,3,11.042937835596494,True,False,False,False,False,True,False,False,False,False
25,63600,9.0,1,7000,11.49,1,0.11,0,4,11.060384472475045,True,False,False,False,True,False,False,False,False,False
22,19200,3.0,3,5000,15.33,1,0.26,1,2,9.862717639992917,True,False,False,False,False,True,False,False,False,False
22,89000,6.0,2,16000,13.22,0,0.18,0,2,11.39640288460621,True,False,False,False,False,False,False,False,False,True
24,80000,6.0,0,16000,7.88,0,0.2,0,3,11.289794413577894,True,False,False,False,False,True,False,False,False,False
24,59000,3.0,2,6800,12.53,1,0.12,0,2,10.985309671896763,True,False,False,False,False,True,False,False,False,False
25,34000,0.0,2,10000,13.79,1,0.29,1,2,10.434145214930487,False,False,False,True,False,True,False,False,False,False
22,50000,3.0,0,6000,8.94,0,0.12,0,4,10.819798284210286,False,False,True,False,False,False,False,False,False,True
24,30000,0.0,4,10000,19.29,1,0.33,0,3,10.308985993422082,False,False,False,True,False,False,False,False,True,False
24,46000,0.0,3,5975,14.46,1,0.13,1,4,10.736418414365376,False,False,False,True,False,False,False,False,True,False
25,80000,0.0,1,16000,9.88,0,0.2,0,2,11.289794413577894,False,False,False,True,False,False,False,False,False,True
24,89772,8.0,2,6000,13.92,0,0.07,1,3,11.405039540929112,False,False,False,True,True,False,False,False,False,False
25,33000,9.0,1,3000,11.99,0,0.09,0,3,10.404293143019792,True,False,False,False,False,False,False,False,False,True
21,20000,0.0,0,2000,7.49,0,0.1,0,3,9.90353755128617,False,False,False,True,False,False,False,True,False,False
23,54000,7.0,1,1500,9.62,0,0.03,0,4,10.896757843893464,False,False,False,True,False,True,False,False,False,False
22,30000,4.0,2,6500,13.85,0,0.22,0,3,10.308985993422082,False,False,False,True,False,False,False,True,False,False
24,70000,4.0,2,14400,12.68,0,0.21,0,4,11.156264806643742,False,False,False,True,False,False,False,False,False,True
23,96000,7.0,1,10000,10.65,0,0.1,0,3,11.472113887062386,False,False,False,True,False,True,False,False,False,False
22,39000,6.0,0,7000,8.94,1,0.18,0,3,10.571342565808699,True,False,False,False,False,True,False,False,False,False
26,105000,11.0,0,5000,8.49,0,0.05,0,4,11.561725152903833,True,False,False,False,False,False,False,True,False,False
22,56000,6.0,4,18250,16.7,1,0.33,0,3,10.933124826700707,False,False,False,True,False,True,False,False,False,False
23,100000,4.0,1,4150,10.65,0,0.04,0,4,11.51293546492023,False,False,False,True,False,True,False,False,False,False
22,48000,0.0,0,1000,7.29,0,0.02,0,4,10.778977123006351,False,False,False,True,False,True,False,False,False,False
21,35000,6.0,0,10000,7.66,0,0.29,0,3,10.463131911491967,False,False,False,True,False,False,False,False,False,True
21,39900,0.0,0,12000,7.9,0,0.3,0,4,10.594156665220533,False,False,False,True,False,True,False,False,False,False
25,30000,2.0,1,2000,10.38,0,0.07,0,3,10.308985993422082,False,False,False,True,False,False,False,True,False,False
25,96000,3.0,1,12000,11.99,0,0.13,0,3,11.472113887062386,False,False,False,True,True,False,False,False,False,False
25,101424,6.0,0,2000,7.29,0,0.02,0,3,11.527074888074647,False,False,False,True,False,False,False,False,True,False
26,26400,10.0,2,8500,13.23,0,0.32,0,4,10.181157167204903,True,False,False,False,True,False,False,False,False,False
24,29200,6.0,0,2500,6.76,0,0.09,0,2,10.281958234245314,True,False,False,False,True,False,False,False,False,False
25,44000,2.0,3,10000,15.65,1,0.23,0,2,10.691967639914864,False,False,False,True,False,False,False,False,True,False
25,45000,2.0,0,11250,9.38,0,0.25,0,4,10.714439990727769,False,False,False,True,False,True,False,False,False,False
24,56000,8.0,4,20000,16.7,1,0.36,1,4,10.933124826700707,True,False,False,False,True,False,False,False,False,False
22,33000,1.0,1,5000,10.25,0,0.15,0,2,10.404293143019792,False,False,False,True,False,True,False,False,False,False
24,70000,8.0,1,25000,9.62,0,0.36,0,4,11.156264806643742,True,False,False,False,True,False,False,False,False,False
23,68000,5.0,1,11500,9.99,0,0.17,0,2,11.127277689932466,True,False,False,False,False,False,False,True,False,False
22,37200,2.0,0,10000,6.92,0,0.27,0,2,10.524090921620362,False,False,False,True,False,True,False,False,False,False
22,25200,7.0,3,7500,14.96,1,0.3,0,3,10.134638955251866,False,False,False,True,True,False,False,False,False,False
24,62400,8.0,1,15000,9.45,0,0.24,0,2,11.041336579870135,False,False,False,True,False,True,False,False,False,False
26,40000,11.0,1,5000,9.91,0,0.13,0,3,10.596659732783579,False,False,False,True,False,False,False,False,True,False
25,80004,9.0,2,20000,14.26,0,0.25,0,2,11.289844411702974,False,False,False,True,False,False,False,False,False,True
23,55000,7.0,1,4200,9.91,0,0.08,0,4,10.915106645867503,False,False,False,True,False,False,False,True,False,False
25,100000,2.0,3,21000,16.49,1,0.21,1,3,11.51293546492023,False,False,False,True,False,False,True,False,False,False
22,50004,2.0,0,4000,6.92,0,0.08,0,4,10.819878279410617,False,False,False,True,False,True,False,False,False,False
21,38400,5.0,1,5000,10.59,0,0.13,0,3,10.555838779903407,False,False,False,True,False,True,False,False,False,False
24,61400,1.0,2,12250,12.23,0,0.2,1,2,11.02518140064756,False,False,False,True,True,False,False,False,False,False
23,53664,7.0,1,15000,10.75,0,0.28,0,2,10.890516298915625,True,False,False,False,True,False,False,False,False,False
22,62000,0.0,2,8400,13.47,0,0.14,0,3,11.034905792929415,False,False,False,True,False,False,False,True,False,False
22,35325,2.0,3,6500,15.95,1,0.18,0,3,10.472374515715389,False,False,False,True,False,True,False,False,False,False
23,50000,5.0,1,10000,9.63,0,0.2,0,3,10.819798284210286,False,False,False,True,False,True,False,False,False,False
25,45600,7.0,2,13000,12.99,0,0.29,0,2,10.727684925086583,True,False,False,False,False,True,False,False,False,False
21,47500,2.0,1,7500,10.99,0,0.16,0,3,10.768506042432708,False,False,False,True,False,True,False,False,False,False
23,58000,4.0,1,8000,10.37,0,0.14,0,2,10.968215530759236,False,False,False,True,False,True,False,False,False,False
22,60000,6.0,0,7000,7.14,0,0.12,0,3,11.002116507732017,True,False,False,False,False,False,False,True,False,False
22,41604,1.0,1,14400,10.99,0,0.35,0,4,10.63597563133453,False,False,True,False,False,True,False,False,False,False
23,75000,0.0,1,10000,11.49,0,0.13,0,4,11.225256725762893,False,False,False,True,False,False,False,False,False,True
26,62500,7.0,2,12000,12.23,0,0.19,1,4,11.042937835596494,False,False,False,True,False,False,False,True,False,False
22,33685,6.0,2,5000,13.85,0,0.15,0,3,10.424837599758332,True,False,False,False,True,False,False,False,False,False
23,78000,7.0,1,20000,10.99,0,0.26,0,4,11.264476926102367,False,False,False,True,False,False,False,True,False,False
21,98000,5.0,1,6000,10.59,0,0.06,0,4,11.49273296168228,True,False,False,False,True,False,False,False,False,False
23,85596,5.0,1,6000,10.0,0,0.07,0,2,11.357405514786711,True,False,False,False,False,False,False,False,False,True
24,45000,1.0,1,12000,10.99,0,0.27,0,3,10.714439990727769,False,False,False,True,True,False,False,False,False,False
23,33359,2.0,0,9000,7.49,1,0.27,0,4,10.415112856472684,False,False,False,True,False,False,False,True,False,False
26,55000,1.0,0,3200,8.49,0,0.06,0,2,10.915106645867503,False,False,False,True,True,False,False,False,False,False
23,27996,3.0,2,5500,12.53,0,0.2,0,2,10.239852640559992,False,False,False,True,False,False,False,False,False,True
23,18000,5.0,1,4000,10.99,1,0.22,0,3,9.798182590890704,False,False,False,True,True,False,False,False,False,False
22,61000,3.0,1,5000,9.99,0,0.08,0,2,11.0186455364637,False,False,False,True,False,False,False,True,False,False
22,95000,1.0,2,7200,12.23,0,0.08,1,4,11.461642696843066,True,False,False,False,False,False,False,False,False,True
25,69996,9.0,3,25000,15.21,1,0.36,0,4,11.156207662970246,False,False,False,True,False,True,False,False,False,False
26,27983,7.0,0,6000,7.88,0,0.21,0,3,10.239388197258384,True,False,False,False,False,False,False,False,False,True
23,85500,1.0,2,17000,13.11,0,0.2,1,3,11.356283350762888,False,False,False,True,True,False,False,False,False,False
22,58000,3.0,2,15000,13.79,0,0.26,1,2,10.968215530759236,False,True,False,False,False,False,False,False,False,True
22,45000,4.0,0,5400,7.29,0,0.12,0,2,10.714439990727769,False,False,False,True,True,False,False,False,False,False
23,43500,0.0,2,10450,13.57,0,0.24,0,3,10.680539205318292,False,False,False,True,False,False,False,False,True,False
26,102000,3.0,1,20000,11.36,0,0.2,0,4,11.532737896139919,True,False,False,False,False,True,False,False,False,False
22,74000,6.0,0,2500,6.62,0,0.03,0,3,11.211833885608513,True,False,False,False,False,False,False,True,False,False
24,23000,4.0,0,5500,6.54,0,0.24,0,3,10.043292972227004,False,False,False,True,False,False,False,False,False,True
23,49000,7.0,2,4000,13.99,0,0.08,0,3,10.799595985047786,True,False,False,False,False,True,False,False,False,False
23,50000,3.0,1,10000,10.99,0,0.2,0,3,10.819798284210286,True,False,False,False,False,False,False,False,True,False
26,85000,1.0,2,15000,12.73,0,0.18,0,3,11.350418300109132,True,False,False,False,True,False,False,False,False,False
22,48000,1.0,1,7200,9.62,0,0.15,0,3,10.778977123006351,False,False,False,True,False,True,False,False,False,False
23,57355,5.0,2,25000,13.49,1,0.37,0,3,10.957032737834929,True,False,False,False,False,False,False,True,False,False
24,30996,7.0,4,7000,16.63,0,0.23,1,2,10.34164570459081,False,False,False,True,False,False,False,False,False,True
21,22200,2.0,3,2500,16.29,1,0.11,1,2,10.007892611890918,False,False,False,True,True,False,False,False,False,False
24,25000,0.0,0,4400,6.76,0,0.18,0,2,10.12667110305036,False,False,False,True,False,True,False,False,False,False
22,22596,4.0,1,7500,9.76,1,0.33,0,3,10.025572433086365,False,False,False,True,True,False,False,False,False,False
22,33300,5.0,3,5325,14.59,1,0.16,0,4,10.413342705547674,True,False,False,False,True,False,False,False,False,False
24,30000,6.0,4,7750,16.795,0,0.26,0,4,10.308985993422082,False,False,False,True,False,False,False,False,True,False
25,35000,4.0,0,4000,7.51,0,0.11,0,4,10.463131911491967,False,False,False,True,False,False,False,False,False,True
22,127500,2.0,0,15000,7.49,0,0.12,0,4,11.755879486687116,True,False,False,False,False,False,False,True,False,False
24,18000,5.0,2,3000,15.27,1,0.17,0,2,9.798182590890704,False,False,False,True,False,True,False,False,False,False
23,45000,7.0,1,6000,11.49,0,0.13,0,3,10.714439990727769,False,False,False,True,False,True,False,False,False,False
24,65000,5.0,1,9600,11.99,0,0.15,0,3,11.082157933374816,True,False,False,False,False,False,False,False,True,False
26,69000,10.0,3,6200,15.99,1,0.09,1,3,11.141876276228,True,False,False,False,True,False,False,False,False,False
26,46000,4.0,0,9000,7.14,0,0.2,0,3,10.736418414365376,False,False,False,True,True,False,False,False,False,False
24,48000,4.0,0,5000,5.99,0,0.1,0,4,10.778977123006351,True,False,False,False,False,False,False,False,False,True
22,13200,0.0,1,2500,9.91,1,0.19,0,3,9.488047863280759,False,False,False,True,False,False,True,False,False,False
25,49000,9.0,0,7000,6.99,0,0.14,0,3,10.799595985047786,True,False,False,False,False,False,False,False,True,False
22,60000,0.0,0,5500,7.88,0,0.09,0,3,11.002116507732017,False,False,False,True,False,False,False,False,False,True
22,26400,1.0,2,3500,15.27,0,0.13,0,3,10.181157167204903,False,False,False,True,False,False,False,False,True,False
24,42000,2.0,0,7000,8.59,0,0.17,0,3,10.645448706505872,True,False,False,False,False,False,True,False,False,False
22,50000,4.0,0,10000,9.32,0,0.2,0,3,10.819798284210286,False,False,False,True,False,True,False,False,False,False
25,34000,2.0,2,15450,11.22,1,0.45,1,4,10.434145214930487,True,False,False,False,False,False,False,True,False,False
24,80000,0.0,0,6000,8.59,0,0.07,0,2,11.289794413577894,True,False,False,False,False,False,False,False,True,False
24,55782,3.0,0,17000,7.51,0,0.3,0,2,10.929224442453062,False,False,False,True,False,False,True,False,False,False
26,65935,1.0,3,24250,14.96,1,0.37,0,4,11.096439853578598,False,False,False,True,False,True,False,False,False,False
23,82000,2.0,1,20900,12.69,0,0.25,0,2,11.314486721293981,False,False,False,True,True,False,False,False,False,False
25,46800,5.0,2,12000,13.11,1,0.26,0,4,10.753659849198824,False,False,False,True,False,True,False,False,False,False
23,108000,7.0,1,10000,10.99,1,0.09,0,3,11.58989576532275,False,False,False,True,True,False,False,False,False,False
25,78000,7.0,2,9000,11.78,1,0.12,1,3,11.264476926102367,True,False,False,False,True,False,False,False,False,False
24,67000,2.0,1,12150,10.37,0,0.18,0,3,11.112462823634855,True,False,False,False,False,False,True,False,False,False
22,19680,2.0,3,7750,14.83,1,0.39,0,4,9.887408982323437,False,False,False,True,False,False,False,True,False,False
23,43200,2.0,3,9100,13.24,1,0.21,0,3,10.673618922112436,False,False,False,True,False,True,False,False,False,False
24,80000,8.0,0,5550,8.49,0,0.07,0,3,11.289794413577894,True,False,False,False,False,False,False,True,False,False
22,50663,0.0,2,7500,13.22,0,0.15,0,2,10.832970878196265,False,False,False,True,False,True,False,False,False,False
26,122500,1.0,1,10000,10.65,0,0.08,0,2,11.715874472198905,False,False,False,True,False,False,True,False,False,False
22,33600,1.0,3,5000,18.25,0,0.15,0,2,10.422311107413181,False,False,True,False,True,False,False,False,False,False
22,88512,6.0,0,3000,5.79,0,0.03,0,2,11.390904712863719,True,False,False,False,False,True,False,False,False,False
23,28800,5.0,1,2800,10.38,0,0.1,0,2,10.268165387743457,False,False,False,True,False,True,False,False,False,False
22,48000,6.0,0,9925,9.63,0,0.21,0,3,10.778977123006351,True,False,False,False,False,True,False,False,False,False
23,75000,0.0,1,6000,11.48,0,0.08,0,2,11.225256725762893,False,False,False,True,False,False,False,False,False,True
24,110000,5.0,0,12000,7.9,0,0.11,0,3,11.608244735642321,False,False,False,True,False,False,False,False,True,False
26,46000,8.0,1,7000,9.99,1,0.15,0,4,10.736418414365376,True,False,False,False,True,False,False,False,False,False
24,85000,0.0,0,16000,6.91,0,0.19,0,3,11.350418300109132,False,False,False,True,False,False,True,False,False,False
23,45000,2.0,2,1700,14.72,0,0.04,0,2,10.714439990727769,False,False,False,True,False,True,False,False,False,False
23,72000,3.0,0,10800,7.88,0,0.15,0,2,11.184435286790631,False,False,False,True,False,True,False,False,False,False
21,35324,4.0,1,6000,10.99,0,0.17,0,4,10.472346207552729,False,False,False,True,False,True,False,False,False,False
21,15600,0.0,0,2800,7.4,1,0.18,0,4,9.65509029374725,False,False,False,True,False,False,False,True,False,False
24,40944,0.0,1,8200,11.36,0,0.2,0,4,10.619984981704288,False,False,False,True,False,False,False,True,False,False
25,105000,3.0,2,12000,12.84,0,0.11,0,3,11.561725152903833,True,False,False,False,False,False,False,False,False,True
21,26000,2.0,4,7750,16.7,1,0.3,0,3,10.165890277802454,False,False,False,True,False,True,False,False,False,False
24,31000,8.0,2,13500,13.43,1,0.44,1,4,10.34177474101152,False,False,False,True,False,False,False,False,False,True
22,60000,6.0,0,10000,8.9,0,0.17,0,3,11.002116507732017,True,False,False,False,True,False,False,False,False,False
24,28000,3.0,4,6400,14.75,0,0.23,1,4,10.239995502805316,False,False,False,True,False,False,False,True,False,False
23,99996,2.0,1,4800,11.49,0,0.05,0,4,11.51289546452022,True,False,False,False,False,True,False,False,False,False
23,33204,7.0,2,2000,14.72,0,0.06,1,2,10.410455745974813,False,False,False,True,False,True,False,False,False,False
21,29004,5.0,2,11000,14.22,1,0.38,1,4,10.275223507900165,False,False,False,True,False,False,False,False,True,False
22,45000,2.0,3,8000,16.49,0,0.18,1,4,10.714439990727769,True,False,False,False,False,True,False,False,False,False
22,25000,1.0,0,11100,9.63,0,0.44,0,3,10.12667110305036,False,False,True,False,False,True,False,False,False,False
25,93000,3.0,1,12000,10.99,0,0.13,0,3,11.440365524765756,False,False,False,True,False,False,True,False,False,False
24,26400,4.0,0,8875,6.62,1,0.34,0,3,10.181157167204903,False,False,False,True,False,True,False,False,False,False
24,67000,2.0,1,16000,12.69,0,0.24,0,2,11.112462823634855,False,False,True,False,False,False,False,True,False,False
25,62500,2.0,3,12000,16.77,1,0.19,0,4,11.042937835596494,False,False,False,True,True,False,False,False,False,False
26,78000,7.0,0,7200,6.62,0,0.09,0,4,11.264476926102367,True,False,False,False,False,False,False,False,False,True
23,68000,1.0,4,14400,17.99,1,0.21,0,2,11.127277689932466,False,False,False,True,False,False,False,False,False,True
24,35000,4.0,0,1850,7.12,0,0.05,0,3,10.463131911491967,False,False,False,True,False,False,False,True,False,False
25,45000,1.0,1,10000,11.89,0,0.22,0,3,10.714439990727769,False,False,False,True,False,False,False,True,False,False
23,69000,0.0,3,15000,14.96,1,0.22,0,4,11.141876276228,True,False,False,False,False,False,True,False,False,False
22,80000,7.0,1,1500,10.37,0,0.02,0,4,11.289794413577894,True,False,False,False,True,False,False,False,False,False
26,56000,6.0,2,8150,12.87,0,0.15,0,2,10.933124826700707,False,False,False,True,True,False,False,False,False,False
23,40308,1.0,0,5000,7.68,0,0.12,0,3,10.60433004806348,True,False,False,False,False,False,False,True,False,False
24,49200,8.0,2,4000,13.06,0,0.08,1,3,10.803669227477098,False,False,True,False,False,False,False,False,True,False
24,54000,8.0,1,4000,9.99,0,0.07,0,2,10.896757843893464,True,False,False,False,False,False,False,False,True,False
23,50400,7.0,1,2500,10.99,0,0.05,0,2,10.827766295132466,True,False,False,False,False,False,False,False,False,True
22,41000,6.0,0,5000,7.49,0,0.12,0,2,10.62135173563291,False,False,False,True,False,False,False,False,False,True
25,70000,9.0,1,16000,12.18,0,0.23,0,4,11.156264806643742,True,False,False,False,False,True,False,False,False,False
23,87000,0.0,2,7500,11.28,0,0.09,1,4,11.373674891823535,True,False,False,False,True,False,False,False,False,False
21,72500,3.0,2,14000,13.49,0,0.19,1,3,11.19135563385109,False,False,False,True,False,True,False,False,False,False
24,42000,8.0,3,2500,15.28,0,0.06,1,2,10.645448706505872,True,False,False,False,False,False,False,False,True,False
26,60996,2.0,1,12000,12.21,0,0.2,0,4,11.018579961618187,True,False,False,False,True,False,False,False,False,False
23,200000,4.0,1,6000,11.86,0,0.03,0,3,12.206077645517674,True,False,False,False,False,True,False,False,False,False
25,57000,0.0,2,15000,13.85,0,0.26,1,2,10.950824090522445,False,False,False,True,False,False,False,False,True,False
26,21000,4.0,2,8000,13.79,0,0.38,0,2,9.952325334619427,False,False,True,False,False,False,False,False,False,True
25,55000,3.0,0,24200,8.49,0,0.44,0,2,10.915106645867503,True,False,False,False,True,False,False,False,False,False
24,45996,2.0,2,10800,13.16,0,0.23,0,4,10.73633145595318,False,False,False,True,False,False,False,False,False,True
21,20400,2.0,1,4500,10.99,0,0.22,0,3,9.923339198238729,False,False,False,True,False,False,False,False,False,True
23,34800,6.0,0,6600,7.49,0,0.19,0,2,10.457401400981889,False,False,False,True,False,False,False,False,False,True
